id,employee_id/id,job_id/id,wage,date_start,trial_date_start,trial_date_end,schedule_template_id/id,struct_id/id,pps_id/id,policy_group_id/id
contract_441,l31_plant_145,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_442,l31_plant_146,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_443,l31_plant_147,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_444,l31_plant_148,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_445,l31_plant_150,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_446,l31_plant_151,braam_flowers.job_worker_planting31,600,2013-03-19,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_447,l31_plant_152,braam_flowers.job_worker_planting31,600,2013-03-27,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_448,l31_plant_153,braam_flowers.job_worker_planting31,600,2013-03-27,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_449,l31_plant_154,braam_flowers.job_worker_planting31,600,2013-03-27,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_450,l31_plant_155,braam_flowers.job_worker_planting31,600,2013-03-27,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_451,l31_plant_158,braam_flowers.job_worker_planting31,600,2013-04-13,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_452,l31_plant_159,braam_flowers.job_worker_planting31,600,2013-04-13,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_453,l31_plant_160,braam_flowers.job_worker_planting31,600,2013-04-13,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_454,l31_plant_162,braam_flowers.job_worker_planting31,600,2013-04-13,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_455,l31_plant_164,braam_flowers.job_worker_planting31,600,2013-04-20,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_456,l31_plant_165,braam_flowers.job_worker_planting31,600,2013-04-20,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_457,l31_plant_166,braam_flowers.job_worker_planting31,600,2013-04-20,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_458,l31_plant_167,braam_flowers.job_worker_planting31,600,2013-04-20,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_459,l31_plant_168,braam_flowers.job_worker_planting31,600,2013-04-28,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_460,l31_plant_170,braam_flowers.job_worker_planting31,600,2013-04-28,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_461,l31_plant_172,braam_flowers.job_worker_planting31,600,2013-05-02,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_462,l31_plant_173,braam_flowers.job_worker_planting31,600,2013-05-02,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_463,l31_plant_175,braam_flowers.job_worker_planting31,600,2013-05-02,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_464,l31_plant_176,braam_flowers.job_worker_planting31,600,2013-05-14,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_465,l31_plant_177,braam_flowers.job_worker_planting31,600,2013-05-15,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_466,l31_plant_178,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_467,l31_plant_179,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_468,l31_plant_180,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_469,l31_plant_181,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_470,l31_plant_182,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_471,l31_plant_183,braam_flowers.job_worker_planting31,600,2013-05-19,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_472,l31_plant_184,braam_flowers.job_worker_planting31,600,2013-05-26,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_473,l31_plant_185,braam_flowers.job_worker_planting31,600,2013-06-09,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_474,l31_plant_186,braam_flowers.job_worker_planting31,600,2013-05-01,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_475,l31_plant_187,braam_flowers.job_worker_planting31,600,2013-05-02,2013-05-02,2013-06-17,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_476,l31_plant_188,braam_flowers.job_worker_planting31,600,2013-05-02,2013-05-02,2013-06-17,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_477,l31_plant_189,braam_flowers.job_worker_planting31,600,2013-05-08,2013-05-08,2013-06-23,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_478,l31_plant_190,braam_flowers.job_worker_planting31,600,2013-05-21,2013-05-21,2013-07-05,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_479,l31_grade_1,braam_flowers.job_supervisor_grading31,1530.65,2009-12-09,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_480,l31_grade_2,braam_flowers.job_grpleader_grading31,841.86,2009-02-13,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_481,l31_grade_3,braam_flowers.job_worker_grading31,640,2010-05-10,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_482,l31_grade_4,braam_flowers.job_quality_grading31,841.86,2010-05-23,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_483,l31_grade_5,braam_flowers.job_worker_grading31,640,2011-06-13,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_484,l31_grade_6,braam_flowers.job_cleaner31,625,2011-07-23,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_485,l31_grade_7,braam_flowers.job_worker_grading31,625,2011-07-23,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_486,l31_grade_8,braam_flowers.job_worker_grading31,600,2011-07-23,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_487,l31_grade_9,braam_flowers.job_worker_grading31,600,2011-11-18,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_488,l31_grade_10,braam_flowers.job_worker_grading31,600,2011-11-18,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_489,l31_grade_11,braam_flowers.job_worker_grading31,600,2011-11-29,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_490,l31_grade_12,braam_flowers.job_worker_grading31,600,2011-11-29,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_491,l31_grade_13,braam_flowers.job_worker_grading31,600,2011-12-03,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_492,l31_grade_14,braam_flowers.job_worker_grading31,600,2011-12-03,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_493,l31_grade_15,braam_flowers.job_worker_grading31,600,2011-12-03,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_494,l31_grade_16,braam_flowers.job_worker_grading31,841.86,2011-12-16,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_495,l31_grade_17,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_496,l31_grade_18,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_497,l31_grade_19,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_498,l31_grade_20,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_499,l31_grade_21,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_500,l31_grade_22,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_501,l31_grade_23,braam_flowers.job_worker_grading31,600,2011-12-16,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_502,l31_grade_24,braam_flowers.job_worker_grading31,600,2012-01-14,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_503,l31_grade_25,braam_flowers.job_worker_grading31,600,2012-01-14,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_504,l31_grade_26,braam_flowers.job_worker_grading31,600,2012-01-14,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_505,l31_grade_27,braam_flowers.job_worker_grading31,600,2012-02-24,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_506,l31_grade_28,braam_flowers.job_worker_grading31,600,2012-02-25,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_507,l31_grade_29,braam_flowers.job_worker_grading31,600,2012-03-22,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_508,l31_grade_30,braam_flowers.job_worker_grading31,765.33,2012-03-22,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_509,l31_grade_31,braam_flowers.job_worker_grading31,600,2012-04-16,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_510,l31_grade_32,braam_flowers.job_worker_grading31,600,2012-04-16,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_511,l31_grade_33,braam_flowers.job_worker_grading31,600,2012-06-08,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_512,l31_grade_34,braam_flowers.job_worker_grading31,600,2012-06-08,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_513,l31_grade_35,braam_flowers.job_worker_grading31,600,2012-06-08,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_514,l31_grade_36,braam_flowers.job_worker_grading31,600,2012-06-08,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_515,l31_grade_37,braam_flowers.job_worker_grading31,600,2012-06-08,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_516,l31_grade_38,braam_flowers.job_worker_grading31,600,2012-07-21,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_517,l31_grade_39,braam_flowers.job_worker_grading31,600,2012-07-21,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_518,l31_grade_40,braam_flowers.job_worker_grading31,600,2012-08-20,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_519,l31_grade_41,braam_flowers.job_worker_grading31,600,2012-09-23,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_520,l31_grade_42,braam_flowers.job_worker_grading31,600,2012-11-16,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_521,l31_grade_43,braam_flowers.job_worker_grading31,600,2012-11-18,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_522,l31_grade_44,braam_flowers.job_worker_grading31,600,2012-12-20,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_523,l31_grade_45,braam_flowers.job_worker_grading31,600,2012-12-20,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_524,l31_grade_46,braam_flowers.job_worker_grading31,600,2012-12-20,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_525,l31_grade_47,braam_flowers.job_worker_grading31,600,2013-02-21,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_526,l31_grade_48,braam_flowers.job_worker_grading31,600,2013-03-15,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_527,l31_grade_49,braam_flowers.job_worker_grading31,600,2013-03-22,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_528,l31_grade_50,braam_flowers.job_worker_grading31,600,2013-04-13,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_529,l31_grade_51,braam_flowers.job_worker_grading31,600,2013-04-13,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_530,l31_grade_52,braam_flowers.job_worker_grading31,600,2013-04-13,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_531,l31_grade_53,braam_flowers.job_worker_grading31,600,2013-04-20,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_532,l31_grade_54,braam_flowers.job_worker_grading31,640,2009-10-29,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_533,l31_grade_55,braam_flowers.job_worker_grading31,640,2010-05-21,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_534,l31_grade_56,braam_flowers.job_worker_grading31,640,2011-02-21,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_535,l31_grade_57,braam_flowers.job_worker_grading31,640,2012-11-26,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_536,l31_grade_58,braam_flowers.job_worker_grading31,640,2013-05-21,2013-05-21,2013-07-05,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_537,l31_irrig_1,braam_flowers.job_grpleader_irrigation31,841.86,2011-02-26,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_538,l31_irrig_2,braam_flowers.job_grpleader_irrigation31,841.86,2011-10-29,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_539,l31_irrig_3,braam_flowers.job_worker_irrigation31,600,2011-10-29,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_540,l31_irrig_4,braam_flowers.job_worker_irrigation31,841.86,2012-04-24,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_541,l31_irrig_5,braam_flowers.job_worker_irrigation31,600,2012-04-29,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_542,l31_irrig_6,braam_flowers.job_worker_irrigation31,600,2012-05-08,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_543,l31_irrig_7,braam_flowers.job_worker_irrigation31,600,2012-05-15,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_544,l31_irrig_8,braam_flowers.job_worker_irrigation31,600,2012-05-15,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_545,l31_irrig_9,braam_flowers.job_worker_irrigation31,600,2012-06-08,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_546,l31_irrig_10,braam_flowers.job_worker_irrigation31,600,2012-06-24,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_547,l31_irrig_11,braam_flowers.job_worker_irrigation31,600,2012-09-19,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_548,l31_irrig_12,braam_flowers.job_worker_irrigation31,600,2012-09-19,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_549,l31_irrig_13,braam_flowers.job_worker_irrigation31,600,2012-10-05,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_550,l31_irrig_14,braam_flowers.job_worker_irrigation31,600,2012-11-15,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_551,l31_irrig_15,braam_flowers.job_worker_irrigation31,600,2012-11-27,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_552,l31_irrig_16,braam_flowers.job_worker_irrigation31,600,2012-11-28,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_553,l31_irrig_17,braam_flowers.job_worker_irrigation31,600,2013-01-15,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_554,l31_irrig_18,braam_flowers.job_worker_irrigation31,600,2013-02-28,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_555,l31_irrig_19,braam_flowers.job_worker_irrigation31,600,2013-03-05,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_556,l31_irrig_20,braam_flowers.job_worker_irrigation31,600,2013-03-15,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_557,l31_irrig_21,braam_flowers.job_supervisor_irrigation31,1530.65,2013-03-28,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_558,l31_irrig_22,braam_flowers.job_worker_irrigation31,600,2013-03-28,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_559,l31_irrig_23,braam_flowers.job_worker_irrigation31,600,2013-04-13,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_560,l31_irrig_25,braam_flowers.job_worker_irrigation31,600,2013-04-28,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_561,l31_irrig_27,braam_flowers.job_manager_irrigation31,2130.7,2010-12-11,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_562,l31_irrig_28,braam_flowers.job_worker_irrigation31,600,2013-06-01,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_563,l31_irrig_29,braam_flowers.job_worker_irrigation31,600,2013-06-07,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_564,l31_irrig_30,braam_flowers.job_worker_irrigation31,600,2013-05-10,2013-05-10,2013-06-24,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_565,l31_push_1,braam_flowers.job_supervisor_pushcart31,1530.65,2011-03-24,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_566,l31_push_2,braam_flowers.job_worker_pushcart31,625,2011-03-25,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_567,l31_push_3,braam_flowers.job_grpleader_pushcart31,841.86,2011-09-18,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_568,l31_push_4,braam_flowers.job_worker_pushcart31,600,2011-10-27,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_569,l31_push_5,braam_flowers.job_worker_pushcart31,600,2011-11-29,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_570,l31_push_6,braam_flowers.job_worker_pushcart31,600,2012-05-04,,,braam_flowers.sched_template_4,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_571,l31_push_9,braam_flowers.job_worker_pushcart31,600,2012-04-24,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_572,l31_push_10,braam_flowers.job_worker_pushcart31,600,2012-05-15,,,braam_flowers.sched_template_2,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_573,l31_push_11,braam_flowers.job_worker_pushcart31,600,2013-02-24,,,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_574,l31_push_12,braam_flowers.job_worker_pushcart31,600,2013-04-20,,,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_575,l31_push_13,braam_flowers.job_worker_pushcart31,600,2013-04-20,,,braam_flowers.sched_template_6,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_576,l31_push_14,braam_flowers.job_worker_pushcart31,600,2013-05-14,,,braam_flowers.sched_template_1,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_577,l31_push_15,braam_flowers.job_worker_pushcart31,600,2013-05-01,2013-05-01,2013-06-15,braam_flowers.sched_template_3,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_578,l31_push_16,braam_flowers.job_worker_pushcart31,600,2013-05-06,2013-05-06,2013-06-20,braam_flowers.sched_template_5,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_579,l31_push_17,braam_flowers.job_worker_pushcart31,600,2013-05-07,2013-05-07,2013-06-21,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_580,l31_protect_1,braam_flowers.job_worker_protection31,736.64,2011-02-15,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_581,l31_protect_2,braam_flowers.job_worker_protection31,736.64,2011-02-15,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_582,l31_protect_3,braam_flowers.job_worker_protection31,736.64,2011-07-29,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_583,l31_protect_4,braam_flowers.job_worker_protection31,736.64,2011-10-09,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_584,l31_protect_5,braam_flowers.job_worker_protection31,736.64,2011-11-05,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
contract_585,l31_protect_8,braam_flowers.job_worker_protection31,736.64,2011-04-22,,,braam_flowers.sched_template_7,braam_flowers.structure_001,braam_flowers.pps_manual,braam_flowers.standard_policy_group
